winner,weight_class,is_title_bout,gender,total_rounds,r_weight,b_weight,r_height,b_height,r_reach,b_reach,r_stance,b_stance,r_wins,r_losses,r_SS_land_pm,r_SS_att_pm,r_SS_acc,r_TD_acc,r_SS_def_pct,r_TD_def_pct,b_wins,b_losses,b_SS_land_pm,b_SS_att_pm,b_SS_acc,b_TD_acc,b_SS_def_pct,b_TD_def_pct,r_age,b_age
Blue,Middleweight,0,Men,3,83.91,83.91,182.88,177.8,195.58,182.88,Orthodox,Orthodox,12,6,5.33,3.72,0.59,0.34,0.55,0.9,11,1,5,4.17,0.5,0.16,0.48,0.66,35,31
Blue,Heavyweight,0,Men,3,108.86,117.93,190.5,193.04,195.58,198.12,Orthodox,Orthodox,34,23,3.78,3.2,0.45,0.36,0.57,0.76,11,1,6.13,4.02,0.47,0,0.52,0.6,45,32
Blue,Welterweight,0,Men,3,77.11,77.11,185.42,180.34,190.5,180.34,Switch,Orthodox,11,7,3.78,4.21,0.43,0.57,0.54,0.45,11,4,3.83,3.18,0.55,0.43,0.51,0.8,31,28
Red,Bantamweight,0,Men,3,61.23,61.23,172.72,170.18,175.26,175.26,Orthodox,Orthodox,9,1,5.43,2.52,0.51,0.33,0.71,1,7,4,3.88,3.49,0.43,0,0.49,0.5,33,31
Red,Bantamweight,0,Men,3,61.23,61.23,172.72,167.64,180.34,185.42,Orthodox,Southpaw,12,0,4.47,2.44,0.58,0.41,0.57,0.83,19,4,3.91,2.37,0.46,0.4,0.61,0.77,26,31
Blue,Featherweight,0,Men,3,65.77,65.77,185.42,170.18,185.42,175.26,Southpaw,Orthodox,16,9,2.11,6.62,0.34,0,0.28,0,12,2,5.83,4.27,0.52,0.5,0.57,1,35,27
Red,Lightweight,0,Men,3,70.31,70.31,175.26,190.5,177.8,185.42,Orthodox,Southpaw,14,5,3.08,4.78,0.33,0,0.51,0.82,6,1,10.27,9.45,0.56,0,0.47,0,31,24
Red,Flyweight,0,Men,3,56.7,56.7,165.1,170.18,165.1,175.26,Orthodox,Orthodox,10,1,9.08,5.77,0.53,0.42,0.6,0.78,13,7,5.25,8.72,0.54,0.33,0.41,0,22,34
Red,Welterweight,1,Men,5,77.11,77.11,187.96,180.34,187.96,182.88,Southpaw,Orthodox,22,3,2.75,2.34,0.53,0.34,0.54,0.7,17,4,3.88,2.98,0.38,0.44,0.55,0.67,32,36
Red,Flyweight,1,Men,5,56.7,56.7,165.1,175.26,170.18,172.72,Orthodox,Southpaw,27,5,4.32,3.9,0.49,0.48,0.5,0.67,16,7,4.33,3.42,0.36,0.6,0.46,0.4,33,31
Red,Welterweight,0,Men,3,77.11,77.11,185.42,182.88,195.58,190.5,Orthodox,Orthodox,18,0,4.12,2.41,0.61,0.29,0.51,1,17,7,4.11,3.03,0.46,0.41,0.54,0.65,29,41
Blue,Lightweight,0,Men,3,70.31,70.31,180.34,177.8,193.04,185.42,Orthodox,Orthodox,26,10,4.94,4.41,0.45,0.35,0.55,0.67,21,3,5.13,3.7,0.52,0.25,0.41,0.56,40,29
Red,Featherweight,0,Men,3,65.77,65.77,167.64,177.8,177.8,177.8,Orthodox,Southpaw,19,4,4.04,4.61,0.36,0.37,0.61,0.46,16,3,2.3,1.63,0.58,0.41,0.58,0.33,39,29
Red,Heavyweight,0,Men,3,92.99,92.99,182.88,190.5,193.04,193.04,Orthodox,Orthodox,15,3,3.92,3.51,0.57,0.33,0.49,0.75,19,8,5.53,4.07,0.47,0.25,0.57,0.6,36,35
Red,Bantamweight,0,Women,3,61.23,61.23,175.26,165.1,172.72,170.18,Orthodox,Orthodox,15,7,5.24,6.33,0.4,0.5,0.57,0.76,17,6,6.34,4.78,0.56,0.45,0.49,0.68,36,29
Red,Bantamweight,0,Men,3,61.23,61.23,172.72,167.64,165.1,167.64,Orthodox,Switch,14,5,3.06,3.91,0.4,0.34,0.6,0.8,24,15,3.39,4.64,0.41,0.41,0.54,0.6,32,37
Blue,Flyweight,0,Women,3,56.7,56.7,167.64,167.64,175.26,170.18,Orthodox,Orthodox,9,2,8.41,6.3,0.54,0.38,0.56,0.66,17,8,4.27,4.23,0.4,0.55,0.52,0.79,26,30
Red,Flyweight,0,Men,3,56.7,56.7,170.18,170.18,177.8,170.18,Southpaw,Southpaw,15,2,3.22,3.3,0.45,0.46,0.51,0.61,16,5,3.16,2.89,0.51,0.5,0.51,0.66,32,32
Red,Featherweight,0,Men,3,65.77,65.77,180.34,180.34,187.96,180.34,Orthodox,Orthodox,23,11,3.85,4.11,0.37,0.47,0.51,0.69,14,3,5.05,5.32,0.47,0,0.45,0.4,33,33
Blue,Heavyweight,0,Men,3,120.2,120.2,193.04,193.04,195.58,198.12,Orthodox,Orthodox,13,2,5.17,5.7,0.52,0.25,0.54,1,12,1,2.63,4.73,0.44,0.14,0.42,1,32,34
Red,Bantamweight,0,Men,5,61.23,61.23,172.72,175.26,170.18,170.18,Orthodox,Orthodox,21,8,4.49,3.96,0.43,0.4,0.55,0.72,20,6,4.8,2.79,0.58,0.3,0.63,0.69,26,32
Blue,Heavyweight,0,Men,3,92.99,92.99,193.04,185.42,193.04,193.04,Orthodox,Southpaw,37,19,3.21,4.47,0.48,0.26,0.46,0.48,14,5,3.84,4.18,0.39,0,0.5,0.58,35,34
Red,Lightweight,0,Men,3,70.31,70.31,177.8,182.88,182.88,187.96,Southpaw,Orthodox,16,5,5.78,5.25,0.44,0.2,0.64,0.78,17,7,4.46,4.49,0.46,0.34,0.54,0.76,28,29
Red,Bantamweight,0,Men,3,56.7,56.7,170.18,172.72,167.64,182.88,Southpaw,Southpaw,21,13,3.39,2.66,0.44,0.47,0.56,0.59,16,6,4.64,2.73,0.54,1,0.61,0.66,37,28
Blue,Middleweight,0,Men,3,83.91,83.91,177.8,185.42,185.42,198.12,Orthodox,Southpaw,17,6,4.53,3.3,0.5,0.5,0.53,0.57,24,6,1.97,1.99,0.5,0.5,0.54,0.35,33,34
Blue,Welterweight,0,Men,3,77.11,77.11,182.88,187.96,180.34,190.5,Orthodox,Orthodox,20,8,4.36,6.38,0.46,0.5,0.5,0.61,10,2,8.23,5.1,0.55,0.66,0.53,1,34,30
Red,Flyweight,0,Men,3,56.7,56.7,170.18,167.64,167.64,167.64,Orthodox,Switch,9,0,4.15,3.43,0.44,0.27,0.59,1,13,9,5.96,7.39,0.39,0,0.55,1,28,34
Red,Lightweight,0,Men,3,70.31,70.31,182.88,177.8,190.5,180.34,Southpaw,Southpaw,15,5,4.85,2.4,0.56,0.44,0.46,0.88,20,7,4.29,2.99,0.46,0.27,0.59,0.42,31,27
Red,Bantamweight,0,Women,3,61.23,61.23,167.64,167.64,170.18,172.72,Orthodox,Orthodox,7,1,6.21,3.64,0.55,0.5,0.64,0.66,8,5,2.2,2.48,0.46,0.42,0.52,0.5,23,35
Red,Flyweight,0,Men,3,56.7,56.7,170.18,172.72,177.8,170.18,Orthodox,Orthodox,15,0,3.51,1.15,0.71,0.41,0.47,0.71,9,3,4.95,4.54,0.46,0.15,0.46,0.65,24,30
Blue,Strawweight,0,Women,3,52.16,52.16,157.48,154.94,157.48,147.32,Orthodox,Orthodox,14,7,3.73,4.63,0.36,0.2,0.65,0.88,5,0,2.37,4.8,0.28,0.15,0.48,0.5,28,33
Blue,Lightweight,0,Men,5,70.31,70.31,177.8,170.18,182.88,182.88,Southpaw,Orthodox,22,6,3.78,2.65,0.48,0.34,0.57,0.8,21,3,3.85,1.91,0.48,0.36,0.54,0.75,34,27
Red,Lightweight,0,Men,3,70.31,70.31,190.5,177.8,195.58,180.34,Southpaw,Orthodox,14,7,6.02,4.63,0.48,0.55,0.41,0.75,31,15,6.14,3.74,0.52,0.37,0.62,0.74,28,37
Blue,Bantamweight,0,Men,3,61.23,61.23,172.72,165.1,180.34,172.72,Orthodox,Orthodox,20,8,5.53,3.65,0.45,0.35,0.56,0.46,22,3,3.08,3.46,0.55,0.44,0.51,0.58,36,36
Red,Welterweight,0,Men,3,77.11,77.11,177.8,175.26,182.88,180.34,Orthodox,Southpaw,16,1,3.77,3.55,0.53,0.57,0.61,0.87,18,9,3.55,3.23,0.41,0.3,0.58,0.59,31,32
Blue,Lightweight,0,Men,3,70.31,70.31,170.18,172.72,177.8,175.26,Orthodox,Southpaw,38,21,2.64,3.01,0.33,0.36,0.61,0.67,13,5,3.61,4.51,0.41,0.6,0.54,0.64,42,35
Blue,Middleweight,0,Men,3,83.91,83.91,180.34,182.88,182.88,190.5,Southpaw,Orthodox,9,4,3.96,4.55,0.45,0.4,0.48,0.33,15,5,3.49,3.29,0.44,0.4,0.48,0.46,31,32
Red,Bantamweight,0,Women,3,61.23,61.23,167.64,170.18,165.1,172.72,Orthodox,Orthodox,20,9,2.62,2.98,0.45,0.31,0.51,0.55,9,3,2.59,2.86,0.43,0.33,0.5,0.5,37,35
Blue,Middleweight,0,Men,3,83.91,83.91,193.04,182.88,195.58,182.88,Switch,Orthodox,6,1,3.93,6.56,0.66,0,0.28,0,10,5,1.8,2.51,0.55,0.52,0.43,0.73,30,29
Red,Lightweight,0,Men,3,70.31,70.31,175.26,175.26,177.8,177.8,Orthodox,Orthodox,14,2,4.33,3.4,0.55,0.3,0.52,0.68,13,4,2.21,1.53,0.56,0.5,0.52,0.5,36,30
Red,Heavyweight,0,Men,3,92.99,83.91,190.5,190.5,195.58,190.5,Orthodox,Southpaw,12,2,6.47,5.9,0.61,0.25,0.44,1,20,5,5.19,5.01,0.5,0,0.51,0.57,28,27
Blue,Welterweight,0,Men,3,77.11,77.11,182.88,182.88,182.88,195.58,Orthodox,Orthodox,18,8,3.23,4.17,0.51,0.2,0.45,0.42,23,9,5.08,6.68,0.49,1,0.48,0.65,27,30
Red,Flyweight,0,Women,3,56.7,56.7,162.56,170.18,162.56,167.64,Southpaw,Orthodox,8,4,3.27,4.1,0.45,0.41,0.46,0.57,6,1,3.97,3.53,0.62,0.25,0.57,0.7,28,33
Red,Middleweight,0,Men,5,83.91,83.91,187.96,190.5,190.5,193.04,Orthodox,Orthodox,23,5,3.87,3.6,0.54,0.47,0.46,0.58,17,7,2.42,2.86,0.46,0.22,0.45,0.37,28,36
Red,Welterweight,0,Men,3,77.11,77.11,182.88,180.34,200.66,185.42,Orthodox,Orthodox,16,0,5.28,3.6,0.46,0.41,0.52,0.91,19,7,3.3,2.56,0.45,0.4,0.6,0.62,24,29
Red,Lightweight,0,Men,3,70.31,70.31,185.42,175.26,187.96,180.34,Southpaw,Southpaw,13,3,4.86,3.59,0.51,0.22,0.36,0.55,11,3,2.55,1.84,0.61,0.25,0.57,0.3,24,28
Red,Bantamweight,0,Men,3,61.23,61.23,177.8,175.26,177.8,187.96,Switch,Southpaw,8,0,8.05,3.58,0.54,0,0.51,0.9,7,2,0.73,2.89,0.33,0.2,0.45,0.33,25,28
Blue,Strawweight,0,Women,3,52.16,56.7,157.48,160.02,157.48,167.64,Orthodox,Orthodox,11,2,3.89,4.38,0.41,0.4,0.62,0.66,12,5,4.63,3.4,0.4,0.51,0.61,0.85,31,30
Blue,Welterweight,0,Men,3,77.11,70.31,185.42,177.8,180.34,187.96,Southpaw,Orthodox,9,2,5.64,3.18,0.6,1,0.58,0.46,12,1,0.87,1.52,0.4,0.7,0.48,0,30,26
Blue,Featherweight,0,Men,3,65.77,65.77,182.88,172.72,180.34,182.88,Switch,Orthodox,14,5,5.6,3.35,0.56,0.53,0.55,0.56,16,3,3.32,2.62,0.51,0.75,0.47,0.5,31,29
Blue,Bantamweight,0,Men,3,61.23,56.7,167.64,182.88,162.56,180.34,Orthodox,Orthodox,13,7,3.6,3.11,0.45,0.3,0.53,0.42,16,8,2.8,1.73,0.6,0.5,0.55,0.36,37,28
Red,Middleweight,0,Men,3,83.91,83.91,187.96,185.42,200.66,195.58,Switch,Orthodox,10,1,5.96,3.82,0.62,0.14,0.5,0.5,10,9,4.5,6.15,0.41,0,0.36,0.73,28,35
Red,Heavyweight,0,Men,3,120.2,113.4,193.04,193.04,200.66,198.12,Orthodox,Southpaw,9,0,4.54,3.94,0.51,0.41,0.59,0.5,8,2,6.57,1.87,0.64,0,0.64,0.82,28,29
Red,Featherweight,0,Men,3,65.77,65.77,172.72,180.34,175.26,185.42,Orthodox,Orthodox,14,3,2.76,2.84,0.5,1,0.4,0.66,8,4,5.23,1.83,0.55,0,0.71,0.57,29,28
Blue,Bantamweight,0,Women,3,61.23,61.23,172.72,165.1,170.18,167.64,Orthodox,Switch,14,9,3.68,3.83,0.37,0.27,0.51,0.66,9,2,2.96,1.18,0.55,0.5,0.57,0.75,29,29
Blue,Flyweight,0,Men,3,56.7,56.7,175.26,172.72,177.8,175.26,Switch,Orthodox,14,6,4.45,3.15,0.55,0.23,0.59,0.63,12,0,2.94,3.35,0.64,0.19,0.34,0,33,27
Blue,Heavyweight,1,Men,5,92.99,92.99,190.5,193.04,203.2,200.66,Orthodox,Orthodox,29,4,5.31,5.17,0.55,0.5,0.4,0.68,9,2,5,3.65,0.62,1,0.5,0.7,31,36
Blue,Heavyweight,1,Men,5,116.57,116.12,190.5,195.58,213.36,198.12,Southpaw,Orthodox,18,2,8.21,4.61,0.48,0,0.55,0.75,14,3,7.72,2.77,0.66,1,0.66,1,31,30
Red,Strawweight,0,Women,3,52.16,52.16,154.94,162.56,157.48,160.02,Orthodox,Orthodox,25,12,6.67,5.36,0.5,0.54,0.54,0.72,13,5,3.31,4.09,0.4,0.15,0.51,0.28,32,31
Blue,Lightweight,0,Men,3,70.31,70.31,175.26,180.34,180.34,185.42,Orthodox,Southpaw,11,4,3.71,3.57,0.42,0.4,0.59,0.42,13,2,5.7,4.98,0.54,0.37,0.42,0.69,33,28
Red,Featherweight,0,Men,3,65.77,65.77,180.34,172.72,182.88,177.8,Orthodox,Orthodox,23,6,2.47,4.91,0.53,0,0.37,0.42,18,5,2.02,1.54,0.59,0.42,0.49,0.5,29,33
Red,Flyweight,0,Men,3,56.7,56.7,172.72,162.56,172.72,170.18,Orthodox,Orthodox,12,1,4.57,3.64,0.48,0.3,0.55,0.77,13,4,3.75,3.61,0.46,0.16,0.56,0.9,28,28
Blue,Strawweight,0,Women,3,52.16,52.16,154.94,157.48,154.94,154.94,Orthodox,Orthodox,9,2,4.41,4.86,0.37,0.41,0.59,0.71,12,3,4.31,3.76,0.49,0.46,0.62,0.86,29,30
Red,Lightweight,0,Men,3,70.31,70.31,170.18,187.96,167.64,185.42,Southpaw,Orthodox,18,1,5.31,2.01,0.53,0.72,0.63,0.66,12,5,3.05,3.12,0.44,0.29,0.52,0.52,31,30
Red,Lightweight,0,Men,3,70.31,70.31,175.26,172.72,172.72,182.88,Orthodox,Orthodox,20,6,5.39,3.4,0.57,0.4,0.57,0.62,12,2,3.56,3.97,0.49,0.66,0.52,0.62,35,39
Red,Flyweight,0,Men,3,56.7,56.7,165.1,165.1,165.1,172.72,Orthodox,Orthodox,10,1,9.08,5.77,0.53,0.42,0.6,0.78,9,2,5.4,6.63,0.41,0,0.49,0.56,22,26
Blue,Featherweight,0,Men,3,65.77,65.77,175.26,177.8,177.8,187.96,Switch,Orthodox,11,4,3.3,4.93,0.43,0.3,0.4,0.73,20,7,5.1,3.79,0.48,0.4,0.57,0.9,26,34
Red,Heavyweight,0,Men,5,92.99,117.93,190.5,190.5,200.66,200.66,Orthodox,Orthodox,20,3,2.54,0.74,0.64,0.59,0.4,0.75,27,12,2.43,2.48,0.5,0.26,0.4,0.53,32,39
Blue,Welterweight,0,Men,3,77.11,77.11,185.42,180.34,182.88,187.96,Orthodox,Orthodox,15,1,4.87,5.25,0.4,0.71,0.59,1,23,4,4.03,3.43,0.43,0.3,0.52,0.6,26,39
Red,Heavyweight,0,Men,3,111.58,117.93,187.96,198.12,203.2,205.74,Orthodox,Orthodox,11,1,4.31,4.76,0.48,0.33,0.43,0.77,10,6,3.6,3.84,0.44,0.43,0.46,0.6,31,32
Red,Middleweight,0,Men,3,83.91,83.91,177.8,187.96,190.5,198.12,Southpaw,Orthodox,15,1,2.73,1.98,0.58,0.63,0.6,0.57,25,6,3.73,5.36,0.42,0.5,0.54,1,31,33
Red,Heavyweight,0,Men,3,92.99,92.99,187.96,190.5,195.58,198.12,Orthodox,Switch,11,0,2.74,2.49,0.45,0.68,0.45,0.71,15,6,3.28,3.87,0.41,0,0.5,0.71,26,30
Red,Strawweight,0,Women,3,52.16,52.16,160.02,157.48,162.56,160.02,Orthodox,Orthodox,16,13,5.44,4.94,0.5,0.34,0.61,0.75,8,3,4.81,3.66,0.48,0.33,0.49,0.47,39,24
Red,Strawweight,0,Women,3,52.16,52.16,167.64,152.4,167.64,154.94,Orthodox,Southpaw,10,0,5.61,0.45,0.67,1,0.8,0,10,4,0.79,4.96,0.27,0.83,0.37,0.33,30,31
Blue,Lightweight,0,Men,3,70.31,70.31,175.26,177.8,185.42,185.42,Orthodox,Orthodox,8,2,1.53,0.87,0.54,1,0.59,0.62,17,7,2.54,2.64,0.4,0.43,0.52,0.66,29,31
Red,Lightweight,1,Men,5,70.31,65.77,177.8,167.64,177.8,180.34,Southpaw,Orthodox,25,1,2.46,1.27,0.6,0.6,0.61,0.9,26,4,6.16,3.44,0.56,0.37,0.58,0.7,32,35
Blue,Middleweight,0,Men,3,77.11,83.91,182.88,187.96,193.04,190.5,Switch,Orthodox,20,4,4.36,2.74,0.52,0.45,0.54,0.89,13,0,5.72,3.46,0.58,0.46,0.42,1,36,29
Red,Middleweight,0,Men,3,83.91,83.91,182.88,180.34,193.04,182.88,Southpaw,Orthodox,15,1,8.24,7.15,0.65,0.33,0.36,0,15,7,3.25,4.21,0.48,0.5,0.5,0.8,31,33
Red,Bantamweight,0,Men,3,61.23,61.23,172.72,170.18,177.8,172.72,Orthodox,Southpaw,18,3,3.55,2.13,0.47,0.16,0.57,0.66,18,6,2.98,2.95,0.41,0.26,0.48,0.62,31,27
Blue,Flyweight,0,Men,3,56.7,56.7,170.18,170.18,167.64,177.8,Southpaw,Orthodox,21,13,3.39,2.66,0.44,0.47,0.56,0.59,12,0,1.53,1.36,0.48,0.41,0.57,0,37,23
Blue,Lightweight,0,Men,3,65.77,70.31,175.26,175.26,185.42,177.8,Switch,Switch,12,4,2.87,4.07,0.46,1,0.37,0.42,9,1,5.09,4.37,0.56,0.5,0.44,0.51,29,29
Blue,Middleweight,0,Men,3,83.91,83.91,175.26,187.96,193.04,200.66,Orthodox,Orthodox,14,4,4.38,4.32,0.43,0.37,0.51,0.42,9,1,1.88,2.01,0.49,0.5,0.56,0.4,38,28
Red,Lightweight,0,Men,3,70.31,70.31,177.8,182.88,177.8,175.26,Orthodox,Switch,11,6,5.75,7.28,0.45,0.3,0.42,0.67,7,1,6.48,5.61,0.46,0.18,0.51,0.63,34,29
Blue,Featherweight,0,Men,3,65.77,65.77,167.64,175.26,175.26,177.8,Orthodox,Orthodox,20,6,5.91,4.22,0.5,0.48,0.56,0.7,11,2,3.33,4.57,0.46,0.33,0.41,0.57,30,29
Red,Strawweight,0,Women,3,56.7,52.16,165.1,160.02,170.18,165.1,Orthodox,Southpaw,8,0,3.14,2.45,0.52,0.41,0.5,0.5,11,10,2.97,4.23,0.43,0.36,0.52,0.9,25,38
Red,Middleweight,0,Men,3,83.91,83.91,187.96,182.88,185.42,187.96,Orthodox,Orthodox,12,0,7.53,4.33,0.73,0,0.28,0.57,23,10,4.43,5.33,0.51,0.27,0.43,0.73,29,34
Blue,Featherweight,0,Men,5,65.77,65.77,175.26,180.34,180.34,190.5,Orthodox,Orthodox,13,3,5.72,4.33,0.49,0.2,0.54,0.62,24,11,4.18,4.34,0.45,0.5,0.57,0.75,30,38
Blue,Flyweight,0,Women,3,56.7,56.7,162.56,162.56,162.56,172.72,Orthodox,Orthodox,21,10,4.35,4.52,0.38,0.27,0.55,0.58,12,6,4.11,4.96,0.47,0.4,0.56,0.78,35,37
Red,Bantamweight,0,Men,3,61.23,61.23,172.72,170.18,177.8,177.8,Southpaw,Orthodox,19,4,4.64,3.76,0.5,0.41,0.58,0.69,16,5,6.15,5.73,0.39,0,0.57,1,29,30
Blue,Middleweight,0,Men,3,83.91,83.91,182.88,185.42,185.42,185.42,Switch,Orthodox,10,3,3.61,3.03,0.51,0.54,0.51,0.71,30,11,5.15,3.71,0.54,0.55,0.58,0.94,32,30
Red,Bantamweight,0,Men,3,65.77,61.23,170.18,172.72,180.34,170.18,Orthodox,Southpaw,11,1,3.45,2.28,0.48,0.54,0.57,0.66,9,2,5.32,4.18,0.46,0.28,0.51,0.47,26,23
Red,Featherweight,0,Men,3,65.77,65.77,177.8,175.26,180.34,182.88,Orthodox,Switch,28,11,3.44,3.27,0.38,0.35,0.52,0.56,17,11,3.37,2.89,0.44,0.57,0.49,0.36,39,33
Red,Bantamweight,0,Women,3,61.23,61.23,170.18,165.1,170.18,165.1,Orthodox,Orthodox,7,2,2.05,1.4,0.5,0.4,0.54,0.7,7,2,1,1.2,0.48,0.66,0.48,0.62,33,27
Red,Lightweight,0,Men,3,70.31,65.77,177.8,175.26,185.42,177.8,Switch,Orthodox,15,6,4.46,2.51,0.52,0.36,0.44,0.85,8,2,3,42,1,0,0.33,0,29,28
Blue,Bantamweight,0,Women,3,61.23,61.23,172.72,170.18,170.18,172.72,Orthodox,Orthodox,5,2,3.84,3.55,0.43,0.2,0.48,1,6,0,3.47,3.2,0.54,0,0.55,0.75,33,32
Red,Bantamweight,0,Men,3,61.23,61.23,175.26,165.1,170.18,167.64,Orthodox,Orthodox,20,6,4.8,2.79,0.58,0.3,0.63,0.69,16,9,2.88,5.03,0.33,0.4,0.58,0.72,32,32
Blue,Strawweight,0,Women,3,52.16,52.16,170.18,157.48,175.26,160.02,Southpaw,Orthodox,8,9,3.42,4.13,0.39,0.27,0.47,0.66,13,8,6.93,7.98,0.48,0.14,0.56,0.92,36,30
Blue,Lightweight,0,Men,5,70.31,70.31,177.8,177.8,182.88,180.34,Switch,Orthodox,20,2,2.97,2.27,0.51,0.36,0.45,0.4,31,15,6.14,3.74,0.52,0.37,0.62,0.74,30,37
Red,Middleweight,0,Men,3,83.91,83.91,187.96,177.8,190.5,185.42,Orthodox,Orthodox,12,3,3.66,3.58,0.4,0.41,0.51,0.5,12,6,3.37,3.99,0.48,0.38,0.55,0.5,27,38
Blue,Welterweight,0,Men,3,77.11,77.11,180.34,177.8,182.88,193.04,Orthodox,Southpaw,23,9,5.02,4.17,0.41,0.22,0.58,0.5,17,6,3.87,3.31,0.33,0.36,0.57,0.65,33,29
Red,Lightweight,0,Men,3,70.31,70.31,172.72,182.88,177.8,177.8,Southpaw,Southpaw,27,13,4.34,4.23,0.4,0.18,0.51,0.56,22,8,3.94,4.1,0.43,0.13,0.51,0.68,35,34
Blue,Featherweight,0,Men,3,65.77,65.77,175.26,182.88,182.88,185.42,Orthodox,Switch,14,7,4.63,4.9,0.41,0.31,0.56,0.6,18,7,6.11,4.41,0.52,0.46,0.47,0.56,31,34
Red,Strawweight,0,Women,3,52.16,52.16,160.02,170.18,162.56,172.72,Orthodox,Orthodox,16,7,5.92,5.55,0.43,0.26,0.59,0.74,15,9,6.54,6.55,0.42,0.62,0.51,0.65,38,27
Red,Flyweight,0,Men,3,56.7,56.7,177.8,167.64,182.88,180.34,Orthodox,Orthodox,15,3,2.33,4.29,0.48,0.75,0.4,0.78,10,3,1.66,4.14,0.4,0.27,0.3,0.55,32,25
Red,Strawweight,0,Women,3,52.16,52.16,157.48,154.94,149.86,157.48,Orthodox,Orthodox,10,5,3.44,5.06,0.43,0.13,0.43,0.3,12,3,2.15,2.4,0.56,0.56,0.53,1,35,30
Red,Bantamweight,0,Men,3,61.23,61.23,170.18,175.26,175.26,180.34,Orthodox,Orthodox,25,10,5.31,6.03,0.5,0.46,0.47,0.58,12,4,2.44,2.66,0.36,0.25,0.55,0.45,30,31
Blue,Flyweight,0,Women,3,56.7,56.7,170.18,165.1,172.72,170.18,Orthodox,Southpaw,12,9,2.7,3.21,0.36,0.31,0.44,0.64,13,6,4.05,4.53,0.46,0.25,0.6,0.66,29,31
Blue,Lightweight,0,Men,5,70.31,70.31,172.72,177.8,180.34,177.8,Switch,Southpaw,12,3,4.9,4.97,0.51,0.4,0.49,0.89,24,2,3.09,3.07,0.51,0.35,0.59,0.9,31,33
Red,Featherweight,0,Men,3,65.77,65.77,177.8,170.18,177.8,180.34,Southpaw,Orthodox,16,3,2.3,1.63,0.58,0.41,0.58,0.33,18,7,3.76,3.52,0.45,0.26,0.57,0.58,29,32
Red,Strawweight,0,Women,3,52.16,52.16,167.64,160.02,165.1,157.48,Orthodox,Orthodox,17,3,4.77,2.89,0.48,0.42,0.56,0.66,18,12,3.56,4.19,0.46,0.32,0.49,0.7,36,38
Red,Welterweight,0,Men,3,77.11,77.11,185.42,177.8,195.58,170.18,Orthodox,Switch,11,2,4.52,3.74,0.51,0.28,0.44,0.47,10,3,3.36,4.61,0.49,0.35,0.46,0.33,29,27
Blue,Featherweight,0,Men,3,65.77,65.77,175.26,175.26,182.88,175.26,Orthodox,Switch,16,6,3.21,3.74,0.37,0.6,0.57,0.72,15,7,5.56,4.31,0.48,0.1,0.57,0.48,28,28
Red,Welterweight,0,Men,3,77.11,77.11,187.96,182.88,190.5,187.96,Orthodox,Orthodox,33,15,5.1,3.65,0.49,0.42,0.6,0.65,16,8,3.3,6.26,0.41,1,0.45,0.66,40,29
Blue,Middleweight,0,Men,3,83.91,83.91,175.26,182.88,185.42,182.88,Orthodox,Orthodox,7,3,3.89,2.49,0.56,0.44,0.5,0,10,5,1.8,2.51,0.55,0.52,0.43,0.73,28,29
Red,Heavyweight,0,Men,3,108.41,104.33,187.96,190.5,200.66,198.12,Orthodox,Orthodox,11,3,3.18,4.21,0.37,0.18,0.52,0,13,10,5.8,5.08,0.44,0.33,0.5,0.67,34,35
Red,Strawweight,0,Women,3,52.16,52.16,160.02,162.56,165.1,154.94,Orthodox,Orthodox,15,6,4.56,5.62,0.5,0.14,0.48,0.85,6,4,5.19,4.67,0.47,0.12,0.5,0.54,29,31
Blue,Bantamweight,0,Women,3,61.23,61.23,167.64,172.72,172.72,172.72,Orthodox,Orthodox,7,2,4.25,4.53,0.55,0,0.58,0.4,6,1,3.13,3.9,0.28,0.54,0.54,1,25,35
Blue,Welterweight,0,Men,3,77.11,77.11,190.5,180.34,205.74,185.42,Orthodox,Switch,25,11,4.24,3.19,0.49,0.38,0.5,0.54,17,2,6.74,4.27,0.53,0.16,0.66,0.7,31,27
Red,Bantamweight,0,Men,3,61.23,61.23,175.26,177.8,170.18,187.96,Switch,Orthodox,8,1,1.28,1.52,0.44,0.33,0.46,0,14,4,2.21,8.85,0.34,0.5,0.41,0,19,34
Red,Lightweight,0,Men,3,70.31,70.31,185.42,177.8,195.58,180.34,Switch,Orthodox,15,1,5.86,5.06,0.41,0.33,0.56,0.94,20,11,2.98,2.95,0.42,0.37,0.51,0.52,24,34
Blue,Featherweight,0,Men,3,65.77,65.77,185.42,180.34,193.04,180.34,Orthodox,Switch,16,5,6.48,5.25,0.42,0,0.53,1,15,5,3.46,4.56,0.44,0.2,0.52,0.73,27,32
Red,Strawweight,0,Women,3,52.16,52.16,157.48,160.02,154.94,160.02,Orthodox,Orthodox,12,3,4.31,3.76,0.49,0.46,0.62,0.86,7,4,2.66,3.06,0.49,0.6,0.52,0.42,30,31
Red,Middleweight,0,Men,3,83.91,83.91,182.88,193.04,190.5,193.04,Southpaw,Orthodox,12,3,4.66,4.1,0.54,0.5,0.6,0.87,11,5,2.93,2.63,0.43,0.25,0.47,0.31,32,30
Red,Flyweight,0,Women,3,56.7,56.7,165.1,170.18,165.1,172.72,Orthodox,Orthodox,11,1,4.11,2.79,0.53,0.46,0.6,0.75,10,3,3.95,4.03,0.45,0.37,0.51,0.8,30,35
